id,message,kanji,search,yomi,surface_form,num1,num2,num3,pos,pos_detail_1,pos_detail_2,pos_detail_3,conjugated_type,conjugated_form,basic_form,reading,pronunciation
0046,表外音訓です。,緯,ヨコイト,よこいと,緯糸,1285,1285,5604,名詞,一般,*,*,*,*,緯糸,ヨコイト,ヨコイト
