id,message,kanji,search,yomi,surface_form,num1,num2,num3,pos,pos_detail_1,pos_detail_2,pos_detail_3,conjugated_type,conjugated_form,basic_form,reading,pronunciation
0012,表外音訓です。,圧,ヘ,へ(す),変圧,1283,1283,4467,名詞,サ変接続,*,*,*,*,変圧,ヘンアツ,ヘンアツ
