id,message,kanji,search,yomi,surface_form,num1,num2,num3,pos,pos_detail_1,pos_detail_2,pos_detail_3,conjugated_type,conjugated_form,basic_form,reading,pronunciation
0103,表外音訓です。,縁,ヘリ,へり,縁取,1285,1285,5622,名詞,一般,*,*,*,*,縁取,ヘリトリ,ヘリトリ
