0286,表外音訓です。,還,カエ,かえ(す/る),,,,,動詞,自立,*,*,五段・ラ行,,還る,,
0286,表外音訓です。,還,カエ,かえ(す/る),,,,,動詞,自立,*,*,五段・サ行,,還す,,
