id,message,kanji,search,yomi,surface_form,num1,num2,num3,pos,pos_detail_1,pos_detail_2,pos_detail_3,conjugated_type,conjugated_form,basic_form,reading,pronunciation
0107,表外音訓です。,縁,ヨ,よ(る),縁,1285,1285,7716,名詞,一般,*,*,*,*,縁,ヨスガ,ヨスガ
0107,表外音訓です。,縁,ヨ,よ(る),,,,,動詞,自立,*,*,一段,,縁付ける,,
0107,表外音訓です。,縁,ヨ,よ(る),,,,,動詞,自立,*,*,五段・ラ行,,縁る,,
