0111,表外音訓です。,凹,ヘコ,へこ(む),,,,,動詞,自立,*,*,五段・サ行,,凹ます,,
0111,表外音訓です。,凹,ヘコ,へこ(む),,,,,動詞,自立,*,*,五段・マ行,,凹む,,
