id,message,kanji,search,yomi,surface_form,num1,num2,num3,pos,pos_detail_1,pos_detail_2,pos_detail_3,conjugated_type,conjugated_form,basic_form,reading,pronunciation
0068,表外音訓です。,永,トコ,とこ(しえ),永久,1285,1285,5761,名詞,一般,*,*,*,*,永久,トコシエ,トコシエ
