0047,表外音訓です。,育,ハグク,はぐく(む),,,,,動詞,自立,*,*,五段・マ行,,育くむ,,
0047,表外音訓です。,育,ハグク,はぐく(む),,,,,動詞,自立,*,*,一段,,育める,,
0047,表外音訓です。,育,ハグク,はぐく(む),,,,,動詞,自立,*,*,五段・マ行,,育む,,
