id,message,kanji,search,yomi,surface_form,num1,num2,num3,pos,pos_detail_1,pos_detail_2,pos_detail_3,conjugated_type,conjugated_form,basic_form,reading,pronunciation
0101,表外音訓です。,演,ノ,の(べる),演物,1285,1285,5622,名詞,一般,*,*,*,*,演物,ダシモノ,ダシモノ
